State,District,Taluka,Locality,Street,Landmark,Facility Name,Facility Type,Latitude,longitude,Region Indicator,Operational Status,Ownership Authority
Telangana,Hyderabad,Ameerpet,Opp. OLD  POLICE STATION,BALKAMPET ROAD,"Opp. OLD  POLICE STATION , S.R.NAGAR","Community Health Centre, AMEERPET",Community Health Center,17.4485,78.4249,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,Bapu Nagar,Bapu Nagar,Bapu Nagar,G.Swamy Naik Bhavan (Basthi Dawakhana),Urban health and wellness center (UHWC),17.357563,78.535446,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,"AG COLONY RD, VIKASPURI, ERRAGADDA,HYDERABAD",AG COLONY ROAD,"OPP ESI HOSPITAL LANE,ERRAGADDA,HYD","Government Ayurvedic Hospital, Erragadda, Hyderabad",Ayush Teaching Hospital,17.4487063,78.4338309,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,S. R. Nagar,S. R. Nagar,Opp. Traffic Police Station,"Government Homoeo Dispensary, Ameerpet",Homoeopathy dispensary,17.441288,78.448726,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,SR NAGAR,OPP. SR Nagar Police Station,OPP. SR Nagar Police Station,"Urban Primary Health Centre, Ameerpet",Urban Health Centre (UPHC),17.4418884,78.4481068,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,SRT Sanath Nagar,ESI Hospital,ESI Hospital,"Urban Primary Health Centre, E.S.I",Urban Health Centre (UPHC),17.4481536,78.4404104,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,SANATH NAGAR,E-SEVA ROAD NEHRU PARK SANATH NAGAR,E-SEVA ROAD NEHRU PARK SANATH NAGAR,"Urban Primary Health Centre, Sanath Nagar",Urban Health Centre (UPHC),17.4526898,78.4434329,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Bunge Ki Bowli CH Tallagadda,Bunge Ki Bowli CH Tallagadda,Bunge Ki Bowli CH Tallagadda,Bunge Ki Bowli CH Tallagadda (Basthi Dawakhana),Urban health and wellness center (UHWC),17.37713,78.440253,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Givt Primary School ,Bojagutta  Gudimalkapoor","Givt Primary School ,Bojagutta  Gudimalkapoor","Givt Primary School ,Bojagutta  Gudimalkapoor","Givt Primary School ,Bojagutta  Gudimalkapoor (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.383601,78.447836,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Karwran - 1, Kulsumpura",Karwran,Near Mahankali Temple,"Government Ayurvedic Dispensary, karwran",Ayurveda dispensary,17.3754,78.4377,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Hyderabad, Telangana","Syed Ali Guda,",,"Joshwadi, Karwan (Basti Dawakhana)",Urban health and wellness center (UHWC),17.378862,78.446098,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Karwan East, Hyderabad, Telangana","Banjawadi,",,"Marathi basthi Community Hall, Karwan, Hyderabad(Basti Dwakhana)",Urban health and wellness center (UHWC),17.373512,78.442268,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Karvan,Karvan,Karvan,"Shutter in BHK Houses MCH Colony, Zaiguda, Karwan (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.371159,78.45132,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Near Vivekananda School,Market Road,Ushodaya colony,"Urban Primary Health Centre, Guddimalkapur",Urban Health Centre (UPHC),17.38197208,78.43934923,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Beside ward office,"Near Mahankali temple, Karwan","Near Mahankali temple, Karwan","Urban Primary Health Centre, Karwan-1",Urban Health Centre (UPHC),17.375357,78.4377031,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"ODA Community Hall, Behilnd Police Lines","Kummarwadi, Bade Bazar.","Kummarwadi, Bade Bazar.","Urban Primary Health Centre, Kummarwadi",Urban Health Centre (UPHC),17.3871135,78.4528144,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Panipura,Ambedkar Nagar,Opp. Tappa Chabutra new Police Station,"Ambedkar Nagar, Panipura (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.37323,78.446467,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,BC Vaddara basthi Community Hall MG Nagal Masabtank,BC Vaddara basthi Community Hall MG Nagal Masabtank,BC Vaddara basthi Community Hall MG Nagal Masabtank,BC Vaddara basthi Community Hall MG Nagal Masabtank (Basthi Dawakhana),Urban health and wellness center (UHWC),17.401134,78.447435,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Hyderabad, Telangana 500028","Sarwar Nagar,",,Dattatreya Nagar (Basti Dawakhana),Urban health and wellness center (UHWC),17.379242,78.449692,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Mustaidpura,KarwanRoad,Hara Darwaza,"Government Unani Dispensary, Mustidpura",Unani  dispensary,17.39145,78.45274,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Khairtabad, Hyderabad",Indira Nagar,"Indira Nagar, Quaters","Mahabharath Nagar Community Hall, Khairtabad (Basti Dawakhana)",Urban health and wellness center (UHWC),17.4130313,78.4648145,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Mehadipatnam,"Mallepally,","Mallepally, Mehadipatnam",Mangar Basthi (Basthi Dawakhana),Urban health and wellness center (UHWC),17.426116,78.436876,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Sitaram Bagh, Hyderabad, Telangana 500028","Rani Avanthi Bai Colony,",,"Mujahid Nagar Community Hall, Jhirra(Basti Dwakhana)",Urban health and wellness center (UHWC),17.379252,78.452118,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Mehadipatnam,Mehadipatnam,Mehadipatnam,Red hills (Basthi Dawakhana),Urban health and wellness center (UHWC),17.407595,78.455706,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,ASIF NAGAR,INDIRA NAGAR,V.N COLONY,"Urban Primary Health Centre, Afzal Sagar",Urban Health Centre (UPHC),17.3860234,78.4596592,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,NAMPALLY,HINDI NAGAR,HINDI NAGAR,"Urban Primary Health Centre, Aghapura",Urban Health Centre (UPHC),17.38816,78.4645379,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,Khairtabad,MCH WARD OFFICE NEAR P.G COLLAGE,CHINTHAL BASTI,"Urban Primary Health Centre, Chintal Basthi",Urban Health Centre (UPHC),17.4073581,78.4567223,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,MASAB TANK,PS NAGAR,PS NAGAR,"Urban Primary Health Centre, Shanthi Nagar",Urban Health Centre (UPHC),17.4011088,78.4556565,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,AHMED NAGAR,AHMED NAGAR,AHMED NAGAR,"Urban Primary Health Centre, Syed Nagar",Urban Health Centre (UPHC),17.406197,78.436826,Urban,Functional,State Government
Telangana,Hyderabad,Asif Nagar,"Aghapura, Nampally, Hyderabad",Zakir Hussain CH,,"Zakir Hussain Community Hall, Mallepally, (Basti Dawakhana)",SubCentre,17.3865911,78.4619794,Urban,Functional,State Government
Telangana,Jagitial,Jagtial,AH JAgitial,Old bus stand,old busstand,Area Hospital Jagitial,Sub-District Hospital,18.7908937,78.9118506,Urban,Functional,State Government
Telangana,Jagitial,Korutla,CHC Korutla,Vemuklawada road,College ground,Community Health Centre Korutla,Community Health Center,18.826865,78.7139986,Urban,Functional,State Government
Telangana,Jagitial,Metpalli,CHC Metpally,Busstand area,busstand,Community Health Centre Metpally,Community Health Center,18.8492328,78.6261584,Urban,Functional,State Government
Telangana,Jagitial,Dharmapuri,Jagityal,Jagityal,Jagityal,Dharmapuri 1 (Basthi Dawakhana),Urban health and wellness center (UHWC),18.791797,78.919571,Urban,Functional,State Government
Telangana,Jagitial,Raikal,Raikal,Gadi kota,"Gadi Kota, Allipur","Government Ayurvedic Dispensary, Allipur (Jagtial) (Regular)",Ayurveda dispensary,18.8626727,78.8748672,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,Ambaripet,Karimnagar-Mancherial Main Road,Near Bathukamma Well,"Government Ayurvedic Dispensary, Ambaripet (NRHM)",Ayurveda dispensary,18.7921211,79.1904184,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Metpalli,Grampanchayath Road,Main Road Grampanchayath,"Government Ayurvedic Dispensary, Bandalingapur (Regular)",Ayurveda dispensary,18.821094,78.59419,Rural,Functional,State Government
Telangana,Jagitial,Gollapalli,Chilvakoduru,Chilvakoduru Main Road,Beside Primary School,"Government Ayurvedic Dispensary, Chilvakoduru (Regular)",Ayurveda dispensary,18.7974209,79.0928201,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Jaggasagar,PHC Building,in the Premises of PHC Jaggasagar,"Government Ayurvedic Dispensary, Jaggasagar (NRHM)",Ayurveda dispensary,18.7797788,78.6139889,Rural,Functional,State Government
Telangana,Jagitial,Jagitial Rural,Kalleda,Main Road Jagitial,Near Water Over Head Tank,"Government Ayurvedic Dispensary, Kalleda (NRHM)",Ayurveda dispensary,18.8598657,79.0047317,Rural,Functional,State Government
Telangana,Jagitial,Kathlapur,Kathlapur,Vemulawada Main Road,Beside MPDO Office,"Government Ayurvedic Dispensary, Kathlapur (NRHM)",Ayurveda dispensary,18.7517719,78.6890719,Rural,Functional,State Government
Telangana,Jagitial,Kodimial,Kodimyal,Near Bus Stand,Near Bus Stand,"Government Ayurvedic Dispensary, Kodimial (Regular)",Ayurveda dispensary,18.6298153,78.9044837,Rural,Functional,State Government
Telangana,Jagitial,Jagitial Rural,Laxmipuram,Laxmipuram,Beside Gram Panchayath Building,"Government Ayurvedic Dispensary, Laxmipuram (Regular)",Ayurveda dispensary,18.8059344,78.9833226,Rural,Functional,State Government
Telangana,Jagitial,Medipalli,Medipally,"PHC Building, Medipally",In the premises of PHC Medipally,"Government Ayurvedic Dispensary, Medipalli (Regular)",Ayurveda dispensary,18.8001976,78.8106515,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Metpalli,Beside New Bus Stand,Beside New Bus Stand,"Government Ayurvedic Dispensary, Metpalli (NRHM)",Ayurveda dispensary,18.8471059,78.6216992,Urban,Functional,State Government
Telangana,Jagitial,Mallapur,Mallapur,Old Grampanchayath,Old Grampanchayath,"Government Ayurvedic Dispensary, V.V.Raopet (Regular)",Ayurveda dispensary,18.9798162,78.7765066,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Vellula,Beside Sub Center,Main Road Vellulla,"Government Ayurvedic Dispensary, Vellulla (Regular)",Ayurveda dispensary,18.8178012,78.6171478,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,Pegadapalli,Near Grampanchayath,Near Grampanchayath,"Government Homoeo Dispensary, Bathkepalli (Regular)",Homoeopathy dispensary,18.7334433,79.0440178,Rural,Functional,State Government
Telangana,Jagitial,Dharmapuri,Jagitial,"Guest House Road,Dharmapuri","Near UPHC, Dharmapuri","Government Unani Dispensary, Dharmapuri (Regular)",Unani  dispensary,18.9465175,79.0995235,Urban,Functional,State Government
Telangana,Jagitial,Velgatur,Endapally,Main Road Endapally,Beside Post Office Endapally,"Government Unani Dispensary, Endapally (Regular)",Unani  dispensary,18.7691058,79.1836818,Rural,Functional,State Government
Telangana,Jagitial,Korutla,korutla,I.B. Road,"Near Jr.College, Korutla","Government Unani Dispensary, Korutla (Regular)",Unani  dispensary,18.8206153,78.7063589,Urban,Functional,State Government
Telangana,Jagitial,Mallial,Mallial,Near PHC Mallial,Near PHC Mallial,"Government Unani Dispensary, Mallial (Regular)",Unani  dispensary,18.7051026,78.9391844,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,Velgatur,Market Yard Road,Beside Ganga Devi Temple,"Government Unani Dispensary, Velgatur (NRHM)",Unani  dispensary,18.8396533,79.1773619,Rural,Functional,State Government
Telangana,Jagitial,Korutla,korultla,korultla,korultla,Hazipura Korutla (Basthi Dawakhana),Urban health and wellness center (UHWC),18.825099,78.698031,Urban,Functional,State Government
Telangana,Jagitial,Jagtial,,Tarakarama Nagar,,HWC TR Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),18.7644,78.909,Urban,Functional,State Government
Telangana,Jagitial,Jagtial,Near Urdu medium school Islampura,Ward 27,,Islampura (Basthi Dawakhana),Urban health and wellness center (UHWC),18.794905,78.912872,Urban,Functional,State Government
Telangana,Jagitial,Velgatur,Ambaripet(N),mainroad,busstand,"Primary Health Centre,  Ambaripet(N)",Primary Health Centre,18.7776195,78.8796635,Rural,Functional,State Government
Telangana,Jagitial,Korutla,Ilapur,bc colony,busstand,"Primary Health Centre, Ailapur",Primary Health Centre,18.8001167,78.8107869,Rural,Functional,State Government
Telangana,Jagitial,Dharmapuri,dharmapuri,godavariroad,bc colony,"Primary Health Centre, Dharmapuri",Primary Health Centre,18.9480136,79.0947884,Rural,Functional,State Government
Telangana,Jagitial,Ibrahimpatnam,Ibrahimpatnam,gollawada,primary school,"Primary Health Centre, Ibrahimpatnam",Primary Health Centre,18.9061464,78.582943,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Jaggasagar,Pulenager,Water tank,"Primary Health Centre, Jaggasagar",Primary Health Centre,18.7820036,78.6200129,Rural,Functional,State Government
Telangana,Jagitial,Jagtial,kalleda,mainroad,busstand,"Primary Health Centre, Kalleda",Primary Health Centre,18.8536611,79.00658169,Rural,Functional,State Government
Telangana,Jagitial,Kodimial,kodimyal,mainroad,busstand,"Primary Health Centre, Kodimial",Primary Health Centre,18.6293432,78.9033627,Rural,Functional,State Government
Telangana,Jagitial,Mallial,mallial,mainroad,busstand,"Primary Health Centre, Mallial",Primary Health Centre,18.2641438,79.5322423,Rural,Functional,State Government
Telangana,Jagitial,Medipalli,Medipally,korutlaroad,busstand,"Primary Health Centre, Medipalli",Primary Health Centre,18.836639,78.5923431,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,pegadapally,mainroad,sc colony,"Primary Health Centre, Pegadapalli",Primary Health Centre,18.6979163,79.0729793,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,velgatur,mainroad,busstand,"Primary Health Centre, Velgatur",Primary Health Centre,18.8457323,79.1703731,Rural,Functional,State Government
Telangana,Jagitial,Dharmapuri,,Neralla,Near National Highway,"Primary Health Centre,Nerella",Primary Health Centre,18.9048,79.0174,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,chegyam,GP LINE,NEAR GP OFFICE,SubCentre  Chegyam,SubCentre,18.77631597,79.30549622,Rural,Functional,State Government
Telangana,Jagitial,Medipalli,Muslim colony,Muslim colony,Muslim colony,SubCentre  Kalvakota,SubCentre,18.76412612,78.783038,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Kondrikarla,Main Road,Nera Grama Panchayithi,SubCentre  Kondrikarla,SubCentre,18.781671,78.638455,Rural,Functional,State Government
Telangana,Jagitial,Korutla,,IB road,high school,SubCentre  Korutla II,SubCentre,18.826865,78.713999,Urban,Functional,State Government
Telangana,Jagitial,Metpalli,Metpalli II Indiranagar,4th ward road,bccolony,SubCentre  Metpalli II (Indiranagar),SubCentre,18.85528506,78.63204718,Urban,Functional,State Government
Telangana,Jagitial,Metpalli,Metpalli III Muslimpura,Muslimpura,,SubCentre  Metpalli III (Muslimpura),SubCentre,18.846096,78.622397,Urban,Functional,State Government
Telangana,Jagitial,Kodimial,Nachupally,bc colony,GP road,SubCentre  Nachupally,SubCentre,18.643273,78.916094,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,Nancherla,NEAR OLD GP,NEAR OLD GP,SubCentre  Nancherla,SubCentre,18.72722599,79.08840895,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Regunta,1st Ward,Regunta,SubCentre  Regunta,SubCentre,18.936629,78.766748,Rural,Functional,State Government
Telangana,Jagitial,Korutla,Ailapoor-I,Bustand Road,Beside Grama Panchayathi,SubCentre Ailapoor-I,SubCentre,18.87071707,78.69841576,Rural,Functional,State Government
Telangana,Jagitial,Korutla,Ailapoor-II,Bustand Road,Beside Grama Panchayathi,SubCentre Ailapoor-II,SubCentre,18.87071707,78.69841576,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,Aithupalli,gramapanchayat,gramapanchayat,SubCentre Aithupalli,SubCentre,18.6604484,79.0334288,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,Ambaripet,Gollawada,Kondapur Road,SubCentre Ambaripet New,SubCentre,18.7913974,79.1965966,Rural,Functional,State Government
Telangana,Jagitial,Jagtial,Anthargam,g.p road,"g,p",Subcentre Anthargam,SubCentre,18.765252,78.887092,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,Aravelli,NEAR GP,NEAR GP,SubCentre Aravelli,SubCentre,18.71568289,79.02710438,Rural,Functional,State Government
Telangana,Jagitial,Metpalli,Atmakur,SC Colony,Near SaiBaba Temple,SubCentre Atmakur,SubCentre,18.772755,79.125217,Rural,Functional,State Government
Telangana,Jagitial,Ibrahimpatnam,Bandalingapur,Main Road,Nera Gramapanchayithi,Subcentre Bandalingapur,SubCentre,18.81840494,78.5693264,Rural,Functional,State Government
Telangana,Jagitial,Pegadapalli,Bathkepalli,NEAR GP,NEAR GP,SubCentre Bathkepalli,SubCentre,18.73738651,79.03912067,Rural,Functional,State Government
Telangana,Jagitial,Medipalli,Govindrammainroad,Govindrammainroad,Govindrammainroad,SubCentre Bheemaram,SubCentre,18.73478548,78.78531933,Rural,Functional,State Government
Telangana,Jagitial,Jagtial,Chelgal,Chelgal,,Subcentre Chelgal,SubCentre,18.81367,78.87648,Rural,Functional,State Government
Telangana,Jagitial,Kodimial,school,g.p road,,SubCentre Cheppial,SubCentre,18.61143427,78.93050194,Rural,Functional,State Government
Telangana,Jagitial,Korutla,Chinnametpalli,Main Road,&#34;G.P. opposit&#34;,SubCentre Chinnametpalli,SubCentre,18.84163874,78.77617836,Rural,Functional,State Government
Telangana,Jagitial,Ibrahimpatnam,Dabba,G.p area,Near grampanchayat,Subcentre Dabba,SubCentre,18.88379255,78.54934931,Rural,Functional,State Government
Telangana,Jagitial,Medipalli,Near G.P,bc colony,Near G.P,SubCentre Desaipet,SubCentre,18.7059885,78.7619305,Rural,Functional,State Government
Telangana,Jagitial,Jagtial,Dharoor,school,school,Subcentre Dharoor,SubCentre,18.763156,78.913265,Rural,Functional,State Government
Telangana,Jagitial,Velgatur,Eendapalli,Near G.P,Near G.P,SubCentre Eendapalli,SubCentre,18.77339048,79.18443203,Rural,Functional,State Government
Telangana,Jagitial,Ibrahimpatnam,Erdandi,Bus Stand Area,Bus Stand Area,Subcentre Erdandi,SubCentre,18.94680044,78.55891943,Rural,Functional,State Government
Telangana,Jagitial,Ibrahimpatnam,Godur,Bus Stand Area,Bus Stand Area,Subcentre Godur,SubCentre,18.89280674,78.62181187,Rural,Functional,State Government
